"#","Registration No / Notification No","Product Name","Holder"
"740","MAL21036075N","GNC Oculavit Formula Softgel","ONI Global (Malaysia) Sdn Bhd"
"741","MAL20126057NC","CRYSTAL SNOW L-GLUTATHIONE PLUS POWDER","FEREENA BEAUTY & HEALTH SDN BHD"
"742","MAL21026111NC","LifeSenze Vitamin C Plus Effervescent Tablet (Lemon Orange Flavour)","HL PHARMACEUTICALS SDN. BHD."
"743","MAL20106066N","Cameron Bioscience Multivitamin & Minerals Film Coated Tablet","CAMERON BIOSCIENCE (M) SDN BHD"
"744","MAL20116150N","Cameron Bioscience Pregnancy Multivitamin & Minerals Film Coated Tablet","CAMERON BIOSCIENCE (M) SDN BHD"
"745","MAL21056063NC","AC CLEAR CHEWABLE TABLET","TENANG GLOBAL ENTERPRISE"
"746","MAL21066091NC","Kordel's Kid's Multivitamins, Lysine With Lutein Plus Chewable Tablet","CAMBERT(M) SDN BHD"
"747","MAL21026136NC","Excelife Vitamin C 1000mg + Zinc + Black Elderberry Effervescent Tablet","E HEALTH SDN. BHD."
"748","MAL20116148N","ASH II ELIGNACAP capsule","OMEGA HEALTH PRODUCTS SDN BHD"
"749","MAL21016042NCR","Eldon Nutrition Performix Tablet","ELDON HEALTHCARE SDN. BHD."
"750","MAL20126059N","NUZEEL Vitamin C 1000mg Plus Film Coated Tablet","CAMERON BIOSCIENCE (M) SDN BHD"
"751","MAL21016038N","Cameron Bioscience Royal Jelly Extract + Rose Hip Extract Plus Softgel","CAMERON BIOSCIENCE (M) SDN BHD"
"752","MAL21026117N","Quantum Vitamin C 500mg plus Zinc Chewable Tablet","WINWA MEDICAL SDN. BHD."
"753","MAL21026114N","Excelife Bio C Plus SR Tablet","E HEALTH SDN. BHD."
"754","MAL21036056N","Champs Multivitamin Plus Lysine & Prebiotics  Effervescent Tablet (Yoghurt Flavour)","DUOPHARMA MANUFACTURING (BANGI) SDN BHD"
"755","MAL21096031NCR","BLACKMORES PREGNANCY AND BREAST-FEEDING GOLD CAPSULE","BLACKMORES (MALAYSIA) SDN. BHD."
"756","MAL21036048NZ","REOXlife Vitamin C 500mg Tablet","BRAND8 NUTRACEUTICAL SDN. BHD."
"757","MAL21026118NCR","Vitamode Renavit Tablet","Vitamode  Sdn.bhd"
"758","MAL21016034NC","Vitpro® Vitamin C 1000mg + Zinc Effervescent Tablet","World Medicare Supplies Sdn Bhd"
"759","MAL21016033NC","PEAHLICIOUS Gluta-C Powder (Mixed Berry Flavor)","ABAM PEAH GROUP & MARKETING"
"760","MAL21016031NC","NutraFarm Vita C-600 Plus Tablet","NK Pharmacy Sdn. Bhd."
"761","MAL21026119N","AZAZ KEARIEST CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"762","MAL21046067N","Champs Vitamin C 250mg Plus Effervescent Tablet (Blackcurrant Flavour)","DUOPHARMA MANUFACTURING (BANGI) SDN BHD"
"763","MAL21036078N","apotec Vitamin B Plus Tablet","Bioalpha International Sdn. Bhd."
"764","MAL21056062NC","ASTAR Vitamin C 500mg Plus Capsule","Adway Sdn Bhd"
"765","MAL21056057N","FINE Hyaluronic acid & Collagen + CoQ10 Plus Powder","Cason Group Sdn. Bhd."
"766","MAL21056048NCR","LUSTRE SKN PRO FILM COATED TABLET","MYLUSTRE SDN. BHD."
"767","MAL21096038NC","Biotropics nu-prep Multivitamin Plus Tablet","Biotropics Malaysia Berhad"
"768","MAL21046062NC","Protech PynoCee Capsule","Protech Health Sciences (M) Sdn Bhd"
"769","MAL21076041NCRZ","BLACKMORES VITAMIN C 500MG TABLET","BLACKMORES (MALAYSIA) SDN. BHD."
"770","MAL21036071N","Dale & Cecil MIWACARE LYSINE+ powder","OMEGA HEALTH PRODUCTS SDN BHD"
"771","MAL21036077NC","Gen C 1000mg Plus Film Coated Tablet","Everly Health Sdn. Bhd."
"772","MAL21036061NC","DUO LEAF Colostrum B-Complex Plus Caplet","AESTHESUISSE SDN BHD"
"773","MAL21056056NCR","Bio Rose Hips-C Tablets","Abio Marketing Sdn Bhd"
"774","MAL21046048NCZ","future Vitamin C 500mg Capsule","EAST WEST HERBS"
"775","MAL21036066NCR","Holistica Aredglo Softgel","ELDON HEALTHCARE SDN. BHD."
"776","MAL21046072NC","LifeSenze Bio-Iron Folic Acid Plus Capsule","HL PHARMACEUTICALS SDN. BHD."
"777","MAL21096060N","FINE Hyaluronic Acid & Collagen Peptide Complex Powder","Cason Group Sdn. Bhd."
"778","MAL21036049NZ","E-PLUS Daily Vit. C 1000mg Effervescent Tablet","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"779","MAL21096041NCR","HERBS OF GOLD MULTIVITAMIN PLUS TABLET","PHARMADIRECT SDN. BHD."
"780","MAL21046054NC","GLAMWHITE COLLAGEN PLUS CHEWTAB","Glamora Group Sdn. Bhd."
"781","MAL21106068NC","SWISSE ULTIVITE E-SENTIAL MULTIVITAMIN PLUS TABLET","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"782","MAL21056047NC","NORTHBAY PROJOINCE CAPSULE","GALAXY OSTEO SDN. BHD."
"783","MAL21086043NC","LAC Mega AO Capsule","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"784","MAL21076048N","PHYTOVIT Seabuckthorn Vit-C Plus Capsule","QD HERBS SDN. BHD."
"785","MAL21056051N","ELEVITS CAPSULE","ISS PHARMA"
"786","MAL21066059NCZ","MSA VITAMIN C 100mg Tablet","M.S. ALLY PHARMA SDN BHD"
"787","MAL21046056NC","Cadence AG31 Softgel","R2 LABORATORY SDN. BHD."
"788","MAL21046071N","Nova Berry-C Plus Oral Powder","NOVA LABORATORIES SDN. BHD."
"789","MAL21096039NCZ","ChildLife Essentials Vitamin C 250 mg / 5 ml Liquid (Natural Orange Flavor)","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"790","MAL21076045NZ","Edmark Edlife Vee C 250mg Chewable Tablet","EDMARK INDUSTRIES SDN BHD"
"791","MAL21066071NC","BIOBAY YO-SHIELD Powder","GALAXIS HEALTHCARE SDN BHD"
"792","MAL21076060NCZ","SHAKLEE VITA-C 250 MG CHEWABLE TABLETS","SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD."
"793","MAL21066077N","mimuluv YOOTHIQ CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"794","MAL21066068NCZ","ATOMY VITAMIN C 1000MG POWDER","ATOMY MALAYSIA SDN. BHD."
"795","MAL21086038NC","Alpha B + C Tablet","Caremart Pharmacy Sdn. Bhd."
"796","MAL21086046NCR","VitaHealth L-Glutathione Plus Tablet","VITAHEALTH BIOTECH SDN BHD"
"797","MAL21106097N","PHYTOVIT L-Cysteine Vit-C Plus Capsule","QD HERBS SDN. BHD."
"798","MAL21096061NZ","FUJI VITAMIN C 250MG TABLET","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"799","MAL21066092N","future Colla- C capsule","HERBAL SCIENCE SDN. BHD."
"800","MAL21096030NC","NIEUWXELL CLEAR CHEWABLE TABLET","ACE NEW TECH HEALTH SDN BHD"
"801","MAL21066085N","GN L.Rhamnosus + Capsule","GN NEUTRICEUTICALS SDN BHD"
"802","MAL21066081NC","Holistica Rosemune C Plus Tablet","ELDON HEALTHCARE SDN. BHD."
"803","MAL21076042NC","BELLAFEMMA VITAMIN C PLUS POWDER","FEREENA BEAUTY & HEALTH SDN BHD"
"804","MAL21116065NC","SANVITA-B PLUS EFFERVESCENT TABLET","Top Biopharma Sdn Bhd"
"805","MAL21066090N","Vita Vitamin C 1000mg + Zinc 10mg Effervescent Tablet","ORIENT LABORATORIES SDN. BHD."
"806","MAL22016077NCR","BiO-LiFE KiDDz Vita Chewz Chewable Tablet","BIO-LIFE MARKETING SDN BHD"
"807","MAL21076037NZ","DZR PHARMA VITAMIN C 350MG CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"808","MAL21066069N","Bonlife Vta C Pro Vitamin C 1000 Plus Effervescent Tablet","ORIENT LABORATORIES SDN. BHD."
"809","MAL21066066N","Bonlife Vta C Protect Vitamin C 1000 Plus Effervescent Tablet","ORIENT LABORATORIES SDN. BHD."
"810","MAL21066088N","Bonlife Kids Vitamin C 300 Plus Effervescent Tablet","ORIENT LABORATORIES SDN. BHD."
"811","MAL21066087NZ","VitActiv Vitamin C 550mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"812","MAL21076057N","AZAZ GLUTA-C CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"813","MAL22016054NC","guardian CRANBERRY + C EFFERVESCENT TABLETS (CRANBERRY FLAVOUR)","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"814","MAL21076047NZ","Apotec Vitamin C 600mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"815","MAL21126038NC","Novophane L-Cysteine Plus Capsule","NEOASIA (M) SDN. BHD."
"816","MAL21116066NC","ChildLife Essentials Multi Vitamin & Mineral Plus Liquid (Natural Orange + Mango Flavor)","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"817","MAL21116074NC","SHAKLEE VITA-LIZE TABLETS","SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD."
"818","MAL21076059NC","DRZ Formula Glow Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"819","MAL21096046N","BioHerbalike Nutritionals Vitamin C500 with Turmeric and Rutin Tablet","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"820","MAL22016062NC","Sugardoll MULTIVITAMIN PLUS TABLET","SUGARDOLL HAIR & SKIN CARE"
"821","MAL21126057NCR","SURBEX OPTI-V Capsules","ABBOTT LABORATORIES (M) SDN. BHD."
"822","MAL21106070N","Edmark Edlife Vee C 250mg Plus Tablet","EDMARK INDUSTRIES SDN BHD"
"823","MAL21106091NC","int3Tree AALI JUNIOR CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"824","MAL22046104NC","Mary Kay® Daily Collagen+ powder","MARY KAY (MALAYSIA) SDN. BHD."
"825","MAL21096033NC","Primer Cherang Vitamin C 500mg Plus Tablet","PRIMER CHERANG ENTERPRISE"
"826","MAL21106074NCR","VitaHealth Multivitamin + Tablet","VITAHEALTH BIOTECH SDN BHD"
"827","MAL21096059N","LYCOGLO CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"828","MAL21096052NCR","BSM Nerfla Softgel","BIO-SCIENCE MARKETING SDN. BHD."
"829","MAL22026056NC","SILKY SKENZ CHEWABLE TABLET","NORATINI ENTERPRISE"
"830","MAL22016076NC","guardian ESSENTIALS MULTIVITAMINS MINERALS EFFERVESCENT TABLETS (PASSIONFRUIT FLAVOUR)","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"831","MAL21096028N","LANG bragman Vitamin C 1000mg + Probiotic Powder","OMEGA HEALTH PRODUCTS SDN BHD"
"832","MAL21096054NCR","Holistica Activ B Plus Tablet","ELDON HEALTHCARE SDN. BHD."
"833","MAL21086052NC","MegaLive Vitamin C 1000mg with Zinc & Vitamin D3 Effervescent Tablet","MegaLive BioSciences Sdn Bhd"
"834","MAL21096057NC","THROZZ VITAMIN C + ZINC Effervescent Powder  (CITRUS FLAVOUR)","MEDICINSPIRE GLOBAL SDN BHD"
"835","MAL21096043N","Excelab ImmuC Gold Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"836","MAL21096044N","Excelab ImmuC Gold Forte Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"837","MAL21106087NCR","Aspen Nutrition LumiSoins Softgel Capsules","ASPEN SARL SDN BHD"
"838","MAL21106072N","PowerLIFE UCHA8000 Powder","Esprit Care Sdn. Bhd."
"839","MAL21116075NCR","VitaScience Grape Seed Extract Complex Capsule","VITA LIFESCIENCES SDN. BHD."
"840","MAL22046108NC","CNI Well3 C-500 Plus Tablet","CNI ENTERPRISE (M) SDN BHD"
"841","MAL21106063NZ","Nova Lipo-Vit C 500mg Softgel","NOVA LABORATORIES SDN. BHD."
"842","MAL21106089N","Nova FlexTab Tablet","NOVA LABORATORIES SDN. BHD."
"843","MAL21106079NC","KAMYA GLOW CLEASKYN CHEWABLE TABLET","ALPHA NEYAGA SDN. BHD."
"844","MAL21126058NC","NH KID'S MULTIVITAMIN PLUS EFFERVESCENT TABLET (BLACKCURRANT FLAVOUR)","HERBALCEUTICAL (M) SDN. BHD."
"845","MAL22016079NC","Trifama Vita C-500 Plus Powder","Pureglo Beauty Trading"
"846","MAL21116081N","YL Natural Vitamin C 500mg Plus Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"847","MAL22046046NC","AB-CYSCARE Capsule","Medexp Sdn Bhd"
"848","MAL21106085NC","OriCell ACE + B12 Complex Caplet","ETERNAL WISE SDN.BHD"
"849","MAL22026055NC","APRIL 22 ROZU GLOW ESSENTIAL LIQUID","APRIL TWENTY TWO SDN. BHD"
"850","MAL21116068N","Bio+ Elderberry Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"851","MAL21126045N","Nova Enerex C+ Tablet","NOVA LABORATORIES SDN. BHD."
"852","MAL21126056NC","Excelife Kids Multivitamin & Minerals Effervescent Tablet (Blackcurrant Flavour)","E HEALTH SDN. BHD."
"853","MAL22026040NC","Kordel's Glutathione-C Hyaluronic Acid Effervescent Tablet","CAMBERT(M) SDN BHD"
"854","MAL22056110NC","Excelife Multivitamin and Minerals Effervescent Tablet (Passionfruit Flavour)","E HEALTH SDN. BHD."
"855","MAL21106084NZ","Gynita Vitamin C 30mg Chewable Tablet","LONNIX (M) SDN. BHD."
"856","MAL21106083NZ","Gynita Vitamin C 100mg Chewable Tablet","LONNIX (M) SDN. BHD."
"857","MAL21116070NZ","AVM VITAMIN C 500mg CHEWABLE TABLET","AV MANUFACTURING SDN.BHD"
"858","MAL22036048NC","LAC TAUT S.SHIELD CAPSULE","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"859","MAL22046056NC","Bae Hanna Vitamin C Plus Tablet","BIONIX LABS SDN. BHD."
"860","MAL22016068N","DZR PHARMA VITAMIN E PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"861","MAL22036047N","GL C-PLUS Effervescent Tablets (Orange Flavour)","GL MEDITECH SDN. BHD."
"862","MAL21116059NC","SUFEE SNOW VITAMIN C GLUTATHIONE PLUS CHEWABLE TABLET","SUFEE SNOW HOLDINGS SDN BHD"
"863","MAL22026060NC","Isotonix YeaMune Powder","MARKET MALAYSIA SHOP SDN. BHD."
"864","MAL22026041NC","Kordel's Vitamin C 1000mg + Zinc 10mg + Vitamin D3 500IU Effervescent Tablet","CAMBERT(M) SDN BHD"
"865","MAL22016061NC","Epsilon i-Zeaxanthin Plus Capsule","EPSILON HEALTHCARE SDN BHD"
"866","MAL22046059NC","LAC Vitamin C 1000 mg With Rose Hips Timed Release Tablet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"867","MAL22056019N","Excelife Multivitamin and Minerals with Lycopene Tablet","E HEALTH SDN. BHD."
"868","MAL22066028N","La Life Armor Vitamin C + Zinc Effervescent Tablet (Orange Flavour)","Biofizz Marketing Sdn Bhd"
"869","MAL21126041NCR","StemLabs Vit C with Zinc Plus Tablet","CELLGEN LIFESCIENCES (M) SDN. BHD."
"870","MAL22126215NZ","Champs Multivitamin Plus Omega-3 Fruity Flavour Chewable Tablet","Duopharma Marketing Sdn. Bhd."
"871","MAL22076062N","PROVITON STR POST EFFERVESCENT TABLET (ORIGINAL FLAVOUR)","DUOPHARMA MANUFACTURING (BANGI) SDN BHD"
"872","MAL22016058N","AY KAPSUL GLUTA PLUS","Ph Manufacturing Sdn Bhd"
"873","MAL22016074N","TROIEKA GLUTA PLUS CAPSULE","Ph Manufacturing Sdn Bhd"
"874","MAL22096087N","Appeton Essentials MV21G + Selenium Caplet","KOTRA PHARMA (M) SDN. BHD."
"875","MAL22076071N","PROVITON STR POST EFFERVESCENT TABLET (MANGO FLAVOUR)","DUOPHARMA MANUFACTURING (BANGI) SDN BHD"
"876","MAL22096083NC","LAC Men's Mega Multi Timed-Release Caplet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"877","MAL22036090NC","LAC Cranberry with D-Mannose Plus Capsule","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"878","MAL22026053NC","LAC Zinc 15 mg Plus C Tablet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"879","MAL22076078N","PROVITON STR POST EFFERVESCENT TABLET (TROPICAL FLAVOUR)","DUOPHARMA MANUFACTURING (BANGI) SDN BHD"
"880","MAL22026051N","Excel Herbal Multivitamin & Probiotics Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"881","MAL22036054NE","Shine Acymin Tablet (Orange Flavour)","Y.S.P. INDUSTRIES (M) SDN BHD"
"882","MAL22016044NCZ","Healwithin Lipo Nu-C 500mg Softgel","HEAL WITHIN (GROUP) SDN. BHD."
"883","MAL22046110NC","Shine Vitamin C-1,000 Plus Effervescent Tablet","Y.S.P. INDUSTRIES (M) SDN BHD"
"884","MAL22106061NC","4Life Aloe Vera Plus Powder","Forlife Research Imports Sdn Bhd"
"885","MAL22026049N","Nova C Plus Effervescent Tablet","NOVA LABORATORIES SDN. BHD."
"886","MAL22066087NCR","VitaHealth Folic-Iron Plus Tablet","VITAHEALTH BIOTECH SDN BHD"
"887","MAL22026046NC","Immunex SR Tablet.","SBL HEALTHCARE SDN BHD"
"888","MAL22036036NC","dIBa MICRONUTRIENTS CAPSULE","MIMGATA HEALTHPOINT"
"889","MAL22026062NC","Vitamode Vita-C Plus effervescent Tablet","Vitamode  Sdn.bhd"
"890","MAL22036042N","Dale & Cecil MIWACARE VIT C+ powder","OMEGA HEALTH PRODUCTS SDN BHD"
"891","MAL22106062NC","Prolife floramune Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"892","MAL22046054N","AVM C-D-Zinc Chewable Tablet (Lemon Flavour)","AV MANUFACTURING SDN.BHD"
"893","MAL22046053N","AVM C-D-Zinc Chewable Tablet (Orange Flavour)","AV MANUFACTURING SDN.BHD"
"894","MAL22046109NC","LAC Vitamin C 500 mg Plus Rose Hips Timed-Release Tablet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"895","MAL22036089NZ","EverVITA Vitamin C 1000 mg Effervescent Tablets","FM JASA TRADING"
"896","MAL22046058N","EverVITA Zn.C.D Effervescent Tablets (Orange Flavour)","FM JASA TRADING"
"897","MAL22056111N","NUTRiLEX VITAMIN C 250MG WITH ROYAL JELLY CHEWABLE TABLET (LEMON LIME FLAVOR)","Zhulian Nutraceutical Sdn. Bhd."
"898","MAL22096070NC","Cebion Immucombi Tablet","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"899","MAL22046103N","DE VENUS Vitamin C Plus Rutin, Zinc and Vitamin D3 Tablets","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"900","MAL22046100N","SKY 'GLO CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"901","MAL22056107NC","YesHealth Yes Kiddo Multivits Plus Liquid Emulsion","YES HEALTH SDN BHD"
"902","MAL22036037NC","LPM ORTHFLEX URICIPLEX Capsule","LPM BIO SCIENCE SDN. BHD."
"903","MAL22116048NC","LAC Men's Arginine Complex Caplet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"904","MAL22036050N","YL Iron Plus Multivits Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"905","MAL22056020N","EFFERZON VITANERGY Multivitamin with Minerals Effervescent Tablet","LONNIX (M) SDN. BHD."
"906","MAL22046051NC","VITAHEALTH DUAL-ACTION VITA C + ZINC EFFERVESCENT TABLET (ORANGE FLAVOUR)","VITAHEALTH BIOTECH SDN BHD"
"907","MAL22056008NC","HERBS OF GOLD C 1000MG + ZINC EFFERVESCENT TABLET (ORANGE FLAVOUR)","PHARMADIRECT SDN. BHD."
"908","MAL22056106NC","VITASCIENCE VITAMIN C WITH ZINC EFFERVESCENT TABLET (ORANGE FLAVOUR)","VITA LIFESCIENCES SDN. BHD."
"909","MAL22066033NC","GLOSKYN CAPSULE","FEREENA BEAUTY & HEALTH SDN BHD"
"910","MAL22066084NC","VITAMUNE CAPSULE","Special Enhancement Sdn Bhd"
"911","MAL22066043N","ELKEN DYNEX C+ TABLET","MORETH SDN. BHD."
"912","MAL22046098N","HYDRAMINZ CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"913","MAL22106042NC","SWISSE ULTIBOOST  NICOTINAMIDE COMPLEX TABLET","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"914","MAL22066034NC","BeNourish Ocutein Capsule","BENOURISH SDN. BHD."
"915","MAL22056101NC","GUARDIAN IRON PLUS TABLET","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"916","MAL22056100NC","GUARDIAN VITAMIN C 500mg + Zinc 10mg CHEWABLE TABLET","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"917","MAL22056014NC","PharmaSelect Vitamin B Complex Tablet","ASIA HEALTHCARE SDN. BHD."
"918","MAL22056017NC","JH NUTRITION HEMACEL TABLET","JASE HEALTHCARE SDN. BHD."
"919","MAL22066036NC","envora Multivitamins & Minerals Plus Ginseng TABLET","LIVINGSTONE HEALTHCARE SDN. BHD."
"920","MAL22106046NC","HERBAWORKS Lorraine C PLUS Chewable Tablet","HERBAWORKS HEALTHCARE SDN. BHD"
"921","MAL22066093NCZ","MyVita KIDDIVITE C 100 Chewable Tablet","ALPS HEALTHCARE SDN. BHD."
"922","MAL22076081NC","Kayra Gleam Team Chewable Tablet","KAYRA HEALTH & BEAUTY SDN.BHD"
"923","MAL23026043NCRZ","VitaHealth Vit C 500mg Chewable Tablet","VITAHEALTH BIOTECH SDN BHD"
"924","MAL22086051NC","LAC L-Glutathione 500 mg Plus Capsule","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"925","MAL22096079NCR","umi Vitamin C 500mg with Rose Hips Extract film coated tablets","APEX PHARMACY MARKETING SDN. BHD."
"926","MAL22076076NC","LIFESENZE ACTIVE BIO-B WITH ZINC PLUS CAPSULE","HL PHARMACEUTICALS SDN. BHD."
"927","MAL22066031NC","BLOOMFIT Elderberry C Plus Effervescent Tablet (Elderberry Flavour)","MANPOWER LEADERS SDN. BHD."
"928","MAL22066046NC","BLOOMFIT ActiveGold Effervescent Tablet","MANPOWER LEADERS SDN. BHD."
"929","MAL22076102NE","Shine Vitamin C + L-Lysine Chewable Tablet (Strawberry Flavour)","Y.S.P. INDUSTRIES (M) SDN BHD"
"930","MAL22076082NC","General Balance Multivitamin Plus Tablet","GCOOP MALAYSIA SDN. BHD."
"931","MAL22076057NCZ","General Balance Vitamin C 600mg Tablet","GCOOP MALAYSIA SDN. BHD."
"932","MAL22106043NC","Vitpro Vitamin B Complex Effervescent Tablet","World Medicare Supplies Sdn Bhd"
"933","MAL22096066NC","guardian MULTIVITAMIN MINERALS TABLET","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"934","MAL22086060NC","envora Arma-C Plus Tablet","LIVINGSTONE HEALTHCARE SDN. BHD."
"935","MAL23026026NZ","BIHAN Vitabglow powder","HA ONE HOLDINGS SDN BHD"
"936","MAL22066045NC","FES MULTIVITAMIN &amp; MINERALS PLUS TABLET","GOLDIVEN RESOURCES SDN. BHD."
"937","MAL22076087NC","WHITECARE CAPSULE","FEREENA BEAUTY & HEALTH SDN BHD"
"938","MAL22096069N","VITASEN C 1000 plus Zinc & Beta Carotene Effervescent Powder (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"939","MAL22106055NC","LAC Women's Mega Multi Time-Release Caplet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"940","MAL23016105NC","Watsons Vitamin C + Zinc Effervescent tablet.","WATSON`S PERSONAL CARE STORES SDN BHD"
"941","MAL23016031NCZ","Flavettes Flazz Guard Vitamin C 1000mg Effervescent Tablet (Orange Flavour)","Duopharma Marketing Sdn. Bhd."
"942","MAL23016094NC","Flavettes Dual Action Vitamin C + Zinc Effervescent Tablet (Orange Flavour)","Duopharma Marketing Sdn. Bhd."
"943","MAL23016032NCZ","Flavettes Flazz Guard Vitamin C 1000mg Effervescent Tablet (Passion Fruit Flavour)","Duopharma Marketing Sdn. Bhd."
"944","MAL22096072N","VITASEN Elderberry C 1000 & Zinc Effervescent Powder (Mixed Berry Flavour)","WINWA MEDICAL SDN. BHD."
"945","MAL22126089NC","QUANTUM TRIPLE ACTIVE VITAMIN C 1000MG, D3 & ZINC EFFERVESCENT TABLET","QUANTUM UPSTREAM SDN. BHD."
"946","MAL22076098NCR","NutrinLife Vitamin C Plus Effervescent Tablets","BIOFUNCTION MARKETING SDN. BHD."
"947","MAL22106039NC","LAC Women's Pregnancy & Breastfeeding Formula Tablet","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"948","MAL22116060NC","Opceden Collagen with Vitamin Bs Plus Capsule","ASIA HEALTHCARE SDN. BHD."
"949","MAL22086059NCR","C'LOVES VITAMIN C PLUS EFFERVESCENT TABLETS","REFORMS PHARMA SDN. BHD."
"950","MAL22096055NCZ","LAC Vitamin C 500mg/15ml Liquid","LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD."
"951","MAL22096061NC","DS PHARMA IMYOON CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"952","MAL22106044NC","CERIBERI GLOW CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"953","MAL22086055NC","CellLabs ASTOMATO Tablet","CELLGEN LIFESCIENCES (M) SDN. BHD."
"954","MAL22106063NCR","MFIII VE AF Softgels","Superb Health Care Sdn Bhd"
"955","MAL22116052NC","MELZ BEAUTE GLITTAGLOW CHEWABLE TABLET","MELZ BEAUTE ENTERPRISE"
"956","MAL22096086NC","CADENCE JUNE II Liquid","R2 LABORATORY SDN. BHD."
"957","MAL22116040N","VITASEN Vitamin C with Acerola & Bioflavonoid Chewable Tablet (Citrus Flavour)","WINWA MEDICAL SDN. BHD."
"958","MAL22116041N","VITASEN Vitamin C with Acerola & Bioflavonoid Tablet","WINWA MEDICAL SDN. BHD."
"959","MAL22126077N","YL UCran-C Powder","YANLING NATURAL HYGIENE SDN. BHD."
"960","MAL23016066N","REOXlife iMgard Capsule","BRAND8 NUTRACEUTICAL SDN. BHD."
"961","MAL22116055N","Bio.Herbalike Nutritionals J-Guard Capsules","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"962","MAL22106057NC","PISHINE CERYWHITE CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"963","MAL23016068NCR","BiO-LiFE NAT B FIZZY Effervescent Tablet","BIO-LIFE MARKETING SDN BHD"
"964","MAL23016089N","REOXlife iMgard Powder","BRAND8 NUTRACEUTICAL SDN. BHD."
"965","MAL23016100NC","Biotropics Nu-Shield Tablet","Biotropics Malaysia Berhad"
"966","MAL23016051NCR","BiO-LiFE Immuneze CDZ Tablet","BIO-LIFE MARKETING SDN BHD"
"967","MAL22126104NC","GENERAL BALANCE LUTEIN PLUS CAPSULE","GCOOP MALAYSIA SDN. BHD."
"968","MAL22126081N","P's P C-1000mg Plus Tablet","VITAMIN PRIDE SDN. BHD."
"969","MAL23016088N","P's P Zinc Plus Tablet","VITAMIN PRIDE SDN. BHD."
"970","MAL22116061NC","ASH II PROGUD POWDER","NUTRISCIENCE GLOBAL SDN. BHD."
"971","MAL23026046N","VITASEN Triple Action Vitamin C Zinc & D3 Chewable Tablet (Orange Flavour)","WINWA MEDICAL SDN. BHD."
